NOM;CODI;DATA;SEXE;GRUP_EDAT;RESIDENCIA;CASOS_CONFIRMAT;PCR;TAR;INGRESSOS_TOTAL;INGRESSOS_CRITIC;INGRESSATS_TOTAL;INGRESSATS_CRITIC;EXITUS
CATALUNYA;CATALUNYA;2020-09-17;Home;Entre 65 i 74;Si;1;41;0;2;0;7;2;0
CATALUNYA;CATALUNYA;2020-09-17;Home;Majors de 74;No;31;716;0;16;1;110;10;8
CATALUNYA;CATALUNYA;2020-09-17;Home;Majors de 74;Si;4;106;0;2;0;17;0;1
CATALUNYA;CATALUNYA;2020-09-17;Home;Menors de 15;No;96;1860;0;2;0;4;0;0
CATALUNYA;CATALUNYA;2020-09-17;Home;Menors de 15;Si;0;1;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-09-16;Altres;N/A;--;17;105;0;5;0;35;9;0
CATALUNYA;CATALUNYA;2020-09-16;Dona;Entre 15 i 64;No;495;6831;0;18;2;87;9;0
CATALUNYA;CATALUNYA;2020-09-16;Dona;Entre 15 i 64;Si;7;31;0;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-09-16;Dona;Entre 65 i 74;No;33;658;0;7;1;44;8;2
CATALUNYA;CATALUNYA;2020-09-16;Dona;Entre 65 i 74;Si;4;28;0;1;0;5;0;0
CATALUNYA;CATALUNYA;2020-09-16;Dona;Majors de 74;No;39;847;0;13;1;112;11;0
CATALUNYA;CATALUNYA;2020-09-16;Dona;Majors de 74;Si;12;301;0;2;1;22;0;0
CATALUNYA;CATALUNYA;2020-09-16;Dona;Menors de 15;No;89;1247;0;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-09-16;Dona;Menors de 15;Si;0;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-09-16;Home;Entre 15 i 64;No;461;4717;0;23;4;222;62;1
CATALUNYA;CATALUNYA;2020-09-16;Home;Entre 15 i 64;Si;24;70;0;3;0;4;0;0
CATALUNYA;CATALUNYA;2020-09-16;Home;Entre 65 i 74;No;33;674;0;8;1;91;20;2
CATALUNYA;CATALUNYA;2020-09-16;Home;Entre 65 i 74;Si;7;36;0;1;0;5;2;0
CATALUNYA;CATALUNYA;2020-09-16;Home;Majors de 74;No;41;689;0;8;2;113;13;8
CATALUNYA;CATALUNYA;2020-09-16;Home;Majors de 74;Si;4;135;0;2;0;17;0;1
CATALUNYA;CATALUNYA;2020-09-16;Home;Menors de 15;No;107;1402;0;1;1;1;0;0
CATALUNYA;CATALUNYA;2020-09-16;Home;Menors de 15;Si;0;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-09-15;Altres;N/A;--;11;124;0;3;1;36;8;0
CATALUNYA;CATALUNYA;2020-09-15;Dona;Entre 15 i 64;No;521;7782;0;19;2;95;8;1
CATALUNYA;CATALUNYA;2020-09-15;Dona;Entre 15 i 64;Si;0;18;0;1;0;2;0;0
CATALUNYA;CATALUNYA;2020-09-15;Dona;Entre 65 i 74;No;53;834;0;6;0;43;8;0
CATALUNYA;CATALUNYA;2020-09-15;Dona;Entre 65 i 74;Si;2;33;0;0;0;4;0;0
CATALUNYA;CATALUNYA;2020-09-15;Dona;Majors de 74;No;65;941;0;9;2;114;11;4
CATALUNYA;CATALUNYA;2020-09-15;Dona;Majors de 74;Si;6;347;0;3;0;24;0;1
CATALUNYA;CATALUNYA;2020-09-15;Dona;Menors de 15;No;100;1293;0;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-09-15;Dona;Menors de 15;Si;0;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-09-15;Home;Entre 15 i 64;No;452;5270;0;29;6;216;62;1
CATALUNYA;CATALUNYA;2020-09-15;Home;Entre 15 i 64;Si;0;28;0;0;0;4;0;0
CATALUNYA;CATALUNYA;2020-09-15;Home;Entre 65 i 74;No;43;790;0;13;2;92;19;0
CATALUNYA;CATALUNYA;2020-09-15;Home;Entre 65 i 74;Si;0;19;0;0;0;6;2;0
CATALUNYA;CATALUNYA;2020-09-15;Home;Majors de 74;No;30;786;0;13;0;121;15;2
CATALUNYA;CATALUNYA;2020-09-15;Home;Majors de 74;Si;3;123;0;1;0;16;0;1
CATALUNYA;CATALUNYA;2020-09-15;Home;Menors de 15;No;98;1518;0;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-09-15;Home;Menors de 15;Si;0;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-09-14;Altres;N/A;--;15;143;0;11;0;40;9;0
CATALUNYA;CATALUNYA;2020-09-14;Dona;Entre 15 i 64;No;508;5861;0;14;0;95;10;0
CATALUNYA;CATALUNYA;2020-09-14;Dona;Entre 15 i 64;Si;3;49;0;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-09-14;Dona;Entre 65 i 74;No;41;624;0;5;0;45;8;0
CATALUNYA;CATALUNYA;2020-09-14;Dona;Entre 65 i 74;Si;1;39;0;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-09-14;Dona;Majors de 74;No;45;762;0;5;1;124;9;5
CATALUNYA;CATALUNYA;2020-09-14;Dona;Majors de 74;Si;33;592;0;1;0;23;0;4
CATALUNYA;CATALUNYA;2020-09-14;Dona;Menors de 15;No;70;897;0;0;0;2;1;0
CATALUNYA;CATALUNYA;2020-09-14;Dona;Menors de 15;Si;0;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-09-14;Home;Entre 15 i 64;No;495;4216;0;24;5;217;59;0
CATALUNYA;CATALUNYA;2020-09-14;Home;Entre 15 i 64;Si;10;86;0;0;0;4;0;1
CATALUNYA;CATALUNYA;2020-09-14;Home;Entre 65 i 74;No;50;659;0;6;1;89;18;0
CATALUNYA;CATALUNYA;2020-09-14;Home;Entre 65 i 74;Si;0;50;0;0;0;6;2;0
CATALUNYA;CATALUNYA;2020-09-14;Home;Majors de 74;No;32;644;0;20;1;120;14;3
CATALUNYA;CATALUNYA;2020-09-14;Home;Majors de 74;Si;6;218;0;2;0;16;0;3
CATALUNYA;CATALUNYA;2020-09-14;Home;Menors de 15;No;93;1025;0;2;0;5;0;0
CATALUNYA;CATALUNYA;2020-09-14;Home;Menors de 15;Si;0;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-09-13;Altres;N/A;--;3;16;0;4;2;36;8;0
CATALUNYA;CATALUNYA;2020-09-13;Dona;Entre 15 i 64;No;165;1346;0;8;1;103;12;0
CATALUNYA;CATALUNYA;2020-09-13;Dona;Entre 15 i 64;Si;1;3;0;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-09-13;Dona;Entre 65 i 74;No;12;136;0;3;1;45;8;0
CATALUNYA;CATALUNYA;2020-09-13;Dona;Entre 65 i 74;Si;4;9;0;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-09-13;Dona;Majors de 74;No;14;288;0;10;2;124;11;1
CATALUNYA;CATALUNYA;2020-09-13;Dona;Majors de 74;Si;28;90;0;1;0;21;0;0
CATALUNYA;CATALUNYA;2020-09-13;Dona;Menors de 15;No;13;328;0;0;0;3;1;0
CATALUNYA;CATALUNYA;2020-09-13;Dona;Menors de 15;Si;0;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-09-13;Home;Entre 15 i 64;No;167;1096;0;17;4;235;62;0
CATALUNYA;CATALUNYA;2020-09-13;Home;Entre 15 i 64;Si;8;21;0;0;0;5;0;0
CATALUNYA;CATALUNYA;2020-09-13;Home;Entre 65 i 74;No;20;198;0;7;1;87;22;1
CATALUNYA;CATALUNYA;2020-09-13;Home;Entre 65 i 74;Si;1;6;0;0;0;6;2;0
CATALUNYA;CATALUNYA;2020-09-13;Home;Majors de 74;No;10;283;0;10;0;127;15;5
CATALUNYA;CATALUNYA;2020-09-13;Home;Majors de 74;Si;7;37;0;0;0;17;0;1
CATALUNYA;CATALUNYA;2020-09-13;Home;Menors de 15;No;18;396;0;1;0;2;0;0
CATALUNYA;CATALUNYA;2020-09-13;Home;Menors de 15;Si;0;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-09-12;Altres;N/A;--;11;61;0;1;1;34;7;0
CATALUNYA;CATALUNYA;2020-09-12;Dona;Entre 15 i 64;No;231;2572;0;16;1;90;9;0
CATALUNYA;CATALUNYA;2020-09-12;Dona;Entre 15 i 64;Si;0;13;0;1;0;3;0;0
CATALUNYA;CATALUNYA;2020-09-12;Dona;Entre 65 i 74;No;30;321;0;6;1;44;7;0
CATALUNYA;CATALUNYA;2020-09-12;Dona;Entre 65 i 74;Si;1;7;0;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-09-12;Dona;Majors de 74;No;21;393;0;10;1;111;9;0
CATALUNYA;CATALUNYA;2020-09-12;Dona;Majors de 74;Si;39;210;0;3;0;21;0;0
CATALUNYA;CATALUNYA;2020-09-12;Dona;Menors de 15;No;35;422;0;0;0;3;1;0
CATALUNYA;CATALUNYA;2020-09-12;Dona;Menors de 15;Si;0;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-09-12;Home;Entre 15 i 64;No;207;1932;0;13;3;222;61;1
CATALUNYA;CATALUNYA;2020-09-12;Home;Entre 15 i 64;Si;4;21;0;0;0;5;0;0
CATALUNYA;CATALUNYA;2020-09-12;Home;Entre 65 i 74;No;22;294;0;3;0;85;24;0
CATALUNYA;CATALUNYA;2020-09-12;Home;Entre 65 i 74;Si;1;11;0;1;0;5;2;1
CATALUNYA;CATALUNYA;2020-09-12;Home;Majors de 74;No;19;330;0;9;1;120;17;3
CATALUNYA;CATALUNYA;2020-09-12;Home;Majors de 74;Si;11;60;0;1;0;17;0;0
CATALUNYA;CATALUNYA;2020-09-12;Home;Menors de 15;No;29;475;0;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-09-12;Home;Menors de 15;Si;0;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-09-11;Altres;N/A;--;6;79;0;3;0;36;8;0
CATALUNYA;CATALUNYA;2020-09-11;Dona;Entre 15 i 64;No;207;2693;0;16;0;82;8;0
CATALUNYA;CATALUNYA;2020-09-11;Dona;Entre 15 i 64;Si;0;17;0;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-09-11;Dona;Entre 65 i 74;No;13;316;0;3;0;41;6;0
CATALUNYA;CATALUNYA;2020-09-11;Dona;Entre 65 i 74;Si;1;6;0;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-09-11;Dona;Majors de 74;No;15;410;0;12;3;103;9;1
CATALUNYA;CATALUNYA;2020-09-11;Dona;Majors de 74;Si;3;96;0;1;0;19;0;1
CATALUNYA;CATALUNYA;2020-09-11;Dona;Menors de 15;No;34;478;0;0;0;3;1;0
CATALUNYA;CATALUNYA;2020-09-11;Dona;Menors de 15;Si;0;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-09-11;Home;Entre 15 i 64;No;175;1942;0;16;3;212;60;0
CATALUNYA;CATALUNYA;2020-09-11;Home;Entre 15 i 64;Si;0;36;0;2;0;5;0;0
CATALUNYA;CATALUNYA;2020-09-11;Home;Entre 65 i 74;No;10;349;0;8;3;83;23;0
CATALUNYA;CATALUNYA;2020-09-11;Home;Entre 65 i 74;Si;1;7;0;1;0;5;2;0
CATALUNYA;CATALUNYA;2020-09-11;Home;Majors de 74;No;21;386;0;9;2;119;16;5
CATALUNYA;CATALUNYA;2020-09-11;Home;Majors de 74;Si;3;32;0;0;0;17;0;1
CATALUNYA;CATALUNYA;2020-09-11;Home;Menors de 15;No;40;539;0;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-09-11;Home;Menors de 15;Si;0;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-09-10;Altres;N/A;--;11;65;0;6;0;32;8;0
CATALUNYA;CATALUNYA;2020-09-10;Dona;Entre 15 i 64;No;492;7248;0;16;3;82;9;0
CATALUNYA;CATALUNYA;2020-09-10;Dona;Entre 15 i 64;Si;0;51;0;0;0;4;0;0
CATALUNYA;CATALUNYA;2020-09-10;Dona;Entre 65 i 74;No;42;768;0;6;0;41;6;0
CATALUNYA;CATALUNYA;2020-09-10;Dona;Entre 65 i 74;Si;0;32;0;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-09-10;Dona;Majors de 74;No;36;877;0;8;0;99;8;4
CATALUNYA;CATALUNYA;2020-09-10;Dona;Majors de 74;Si;7;475;0;4;0;18;0;2
CATALUNYA;CATALUNYA;2020-09-10;Dona;Menors de 15;No;78;1153;0;0;0;2;1;0
CATALUNYA;CATALUNYA;2020-09-10;Dona;Menors de 15;Si;0;2;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-09-10;Home;Entre 15 i 64;No;450;5338;0;30;9;202;56;0
CATALUNYA;CATALUNYA;2020-09-10;Home;Entre 15 i 64;Si;1;59;0;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-09-10;Home;Entre 65 i 74;No;37;724;0;5;2;79;21;2
CATALUNYA;CATALUNYA;2020-09-10;Home;Entre 65 i 74;Si;0;24;0;0;0;5;2;0
CATALUNYA;CATALUNYA;2020-09-10;Home;Majors de 74;No;39;700;0;13;0;115;14;4
CATALUNYA;CATALUNYA;2020-09-10;Home;Majors de 74;Si;7;145;0;3;0;14;0;1
CATALUNYA;CATALUNYA;2020-09-10;Home;Menors de 15;No;88;1336;0;1;0;2;0;0
CATALUNYA;CATALUNYA;2020-09-10;Home;Menors de 15;Si;0;2;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-09-09;Altres;N/A;--;22;164;0;6;0;31;7;0
CATALUNYA;CATALUNYA;2020-09-09;Dona;Entre 15 i 64;No;428;6255;0;18;1;84;7;1
CATALUNYA;CATALUNYA;2020-09-09;Dona;Entre 15 i 64;Si;1;42;0;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-09-09;Dona;Entre 65 i 74;No;33;511;0;2;1;39;7;0
CATALUNYA;CATALUNYA;2020-09-09;Dona;Entre 65 i 74;Si;3;32;0;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-09-09;Dona;Majors de 74;No;32;667;0;7;0;106;9;1
CATALUNYA;CATALUNYA;2020-09-09;Dona;Majors de 74;Si;12;486;0;0;0;22;0;1
CATALUNYA;CATALUNYA;2020-09-09;Dona;Menors de 15;No;92;920;0;2;0;2;1;0
CATALUNYA;CATALUNYA;2020-09-09;Dona;Menors de 15;Si;0;2;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-09-09;Home;Entre 15 i 64;No;395;4369;0;20;5;205;52;2
CATALUNYA;CATALUNYA;2020-09-09;Home;Entre 15 i 64;Si;1;49;0;0;0;5;0;0
CATALUNYA;CATALUNYA;2020-09-09;Home;Entre 65 i 74;No;31;512;0;10;2;79;22;3
CATALUNYA;CATALUNYA;2020-09-09;Home;Entre 65 i 74;Si;0;21;0;1;0;5;2;0
CATALUNYA;CATALUNYA;2020-09-09;Home;Majors de 74;No;27;543;0;10;3;112;17;5
CATALUNYA;CATALUNYA;2020-09-09;Home;Majors de 74;Si;4;166;0;1;0;13;0;0
CATALUNYA;CATALUNYA;2020-09-09;Home;Menors de 15;No;78;970;0;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-09-09;Home;Menors de 15;Si;0;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-09-08;Altres;N/A;--;22;176;0;7;2;29;7;0
CATALUNYA;CATALUNYA;2020-09-08;Dona;Entre 15 i 64;No;439;7336;0;19;1;91;6;0
CATALUNYA;CATALUNYA;2020-09-08;Dona;Entre 15 i 64;Si;0;42;0;2;0;3;0;0
CATALUNYA;CATALUNYA;2020-09-08;Dona;Entre 65 i 74;No;30;733;0;5;0;41;7;0
CATALUNYA;CATALUNYA;2020-09-08;Dona;Entre 65 i 74;Si;0;36;0;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-09-08;Dona;Majors de 74;No;37;852;0;11;3;104;11;2
CATALUNYA;CATALUNYA;2020-09-08;Dona;Majors de 74;Si;11;498;0;1;0;24;0;1
CATALUNYA;CATALUNYA;2020-09-08;Dona;Menors de 15;No;81;958;0;0;0;2;1;0
CATALUNYA;CATALUNYA;2020-09-08;Dona;Menors de 15;Si;0;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-09-08;Home;Entre 15 i 64;No;387;5271;0;20;4;213;52;0
CATALUNYA;CATALUNYA;2020-09-08;Home;Entre 15 i 64;Si;0;55;0;0;0;6;0;0
CATALUNYA;CATALUNYA;2020-09-08;Home;Entre 65 i 74;No;37;738;0;10;0;83;24;1
CATALUNYA;CATALUNYA;2020-09-08;Home;Entre 65 i 74;Si;1;46;0;0;0;4;2;0
CATALUNYA;CATALUNYA;2020-09-08;Home;Majors de 74;No;27;701;0;14;2;114;18;3
CATALUNYA;CATALUNYA;2020-09-08;Home;Majors de 74;Si;2;180;0;1;0;12;0;2
CATALUNYA;CATALUNYA;2020-09-08;Home;Menors de 15;No;80;1104;0;2;0;1;0;0
CATALUNYA;CATALUNYA;2020-09-08;Home;Menors de 15;Si;0;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-09-07;Altres;N/A;--;24;189;0;5;0;27;5;0
CATALUNYA;CATALUNYA;2020-09-07;Dona;Entre 15 i 64;No;472;5922;0;20;1;86;7;0
CATALUNYA;CATALUNYA;2020-09-07;Dona;Entre 15 i 64;Si;2;41;0;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-09-07;Dona;Entre 65 i 74;No;36;639;0;6;0;43;9;1
CATALUNYA;CATALUNYA;2020-09-07;Dona;Entre 65 i 74;Si;0;23;0;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-09-07;Dona;Majors de 74;No;28;748;0;11;2;97;10;3
CATALUNYA;CATALUNYA;2020-09-07;Dona;Majors de 74;Si;13;404;0;4;0;23;0;1
CATALUNYA;CATALUNYA;2020-09-07;Dona;Menors de 15;No;77;644;0;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-09-07;Dona;Menors de 15;Si;1;1;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-09-07;Home;Entre 15 i 64;No;506;4259;0;23;5;215;54;0
CATALUNYA;CATALUNYA;2020-09-07;Home;Entre 15 i 64;Si;5;67;0;2;0;5;1;0
CATALUNYA;CATALUNYA;2020-09-07;Home;Entre 65 i 74;No;37;622;0;10;2;82;26;2
CATALUNYA;CATALUNYA;2020-09-07;Home;Entre 65 i 74;Si;0;30;0;0;0;4;1;0
CATALUNYA;CATALUNYA;2020-09-07;Home;Majors de 74;No;32;632;0;11;2;112;19;2
CATALUNYA;CATALUNYA;2020-09-07;Home;Majors de 74;Si;2;141;0;2;0;16;0;0
CATALUNYA;CATALUNYA;2020-09-07;Home;Menors de 15;No;78;780;0;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-09-07;Home;Menors de 15;Si;0;3;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-09-06;Altres;N/A;--;4;7;0;6;1;35;5;0
CATALUNYA;CATALUNYA;2020-09-06;Dona;Entre 15 i 64;No;150;1337;0;12;1;94;6;0
CATALUNYA;CATALUNYA;2020-09-06;Dona;Entre 15 i 64;Si;0;8;0;1;0;3;0;0
CATALUNYA;CATALUNYA;2020-09-06;Dona;Entre 65 i 74;No;10;136;0;2;0;42;11;0
CATALUNYA;CATALUNYA;2020-09-06;Dona;Entre 65 i 74;Si;0;1;0;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-09-06;Dona;Majors de 74;No;14;261;0;11;0;93;9;1
CATALUNYA;CATALUNYA;2020-09-06;Dona;Majors de 74;Si;4;79;0;4;0;19;0;4
CATALUNYA;CATALUNYA;2020-09-06;Dona;Menors de 15;No;9;226;0;1;0;4;0;0
CATALUNYA;CATALUNYA;2020-09-06;Dona;Menors de 15;Si;0;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-09-06;Home;Entre 15 i 64;No;152;1142;0;13;6;215;53;0
CATALUNYA;CATALUNYA;2020-09-06;Home;Entre 15 i 64;Si;1;11;0;1;0;5;1;1
CATALUNYA;CATALUNYA;2020-09-06;Home;Entre 65 i 74;No;15;165;0;5;3;86;27;1
CATALUNYA;CATALUNYA;2020-09-06;Home;Entre 65 i 74;Si;1;7;0;2;0;5;1;0
CATALUNYA;CATALUNYA;2020-09-06;Home;Majors de 74;No;5;238;0;8;1;112;18;1
CATALUNYA;CATALUNYA;2020-09-06;Home;Majors de 74;Si;1;26;0;1;0;13;0;2
CATALUNYA;CATALUNYA;2020-09-06;Home;Menors de 15;No;20;288;0;1;0;0;0;0
CATALUNYA;CATALUNYA;2020-09-06;Home;Menors de 15;Si;0;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-09-05;Altres;N/A;--;8;49;0;5;0;33;5;0
CATALUNYA;CATALUNYA;2020-09-05;Dona;Entre 15 i 64;No;208;2849;0;8;2;91;6;0
CATALUNYA;CATALUNYA;2020-09-05;Dona;Entre 15 i 64;Si;0;11;0;1;0;2;0;0
CATALUNYA;CATALUNYA;2020-09-05;Dona;Entre 65 i 74;No;17;320;0;4;1;45;11;0
CATALUNYA;CATALUNYA;2020-09-05;Dona;Entre 65 i 74;Si;0;10;0;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-09-05;Dona;Majors de 74;No;18;460;0;13;4;89;8;3
CATALUNYA;CATALUNYA;2020-09-05;Dona;Majors de 74;Si;2;132;0;4;0;19;0;1
CATALUNYA;CATALUNYA;2020-09-05;Dona;Menors de 15;No;29;416;0;0;0;4;0;0
CATALUNYA;CATALUNYA;2020-09-05;Dona;Menors de 15;Si;0;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-09-05;Home;Entre 15 i 64;No;202;2249;0;26;3;205;48;2
CATALUNYA;CATALUNYA;2020-09-05;Home;Entre 15 i 64;Si;3;21;0;1;1;5;1;0
CATALUNYA;CATALUNYA;2020-09-05;Home;Entre 65 i 74;No;17;336;0;7;1;82;26;0
CATALUNYA;CATALUNYA;2020-09-05;Home;Entre 65 i 74;Si;0;10;0;0;0;3;1;0
CATALUNYA;CATALUNYA;2020-09-05;Home;Majors de 74;No;6;351;0;4;1;108;18;4
CATALUNYA;CATALUNYA;2020-09-05;Home;Majors de 74;Si;2;51;0;1;0;12;0;0
CATALUNYA;CATALUNYA;2020-09-05;Home;Menors de 15;No;34;418;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-09-05;Home;Menors de 15;Si;0;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-09-04;Altres;N/A;--;21;212;0;4;1;30;5;0
CATALUNYA;CATALUNYA;2020-09-04;Dona;Entre 15 i 64;No;477;8216;0;23;3;89;8;0
CATALUNYA;CATALUNYA;2020-09-04;Dona;Entre 15 i 64;Si;3;52;0;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-09-04;Dona;Entre 65 i 74;No;35;902;0;6;1;39;10;0
CATALUNYA;CATALUNYA;2020-09-04;Dona;Entre 65 i 74;Si;0;56;0;1;0;2;0;0
CATALUNYA;CATALUNYA;2020-09-04;Dona;Majors de 74;No;42;1101;0;12;0;82;6;3
CATALUNYA;CATALUNYA;2020-09-04;Dona;Majors de 74;Si;10;706;0;3;0;19;0;2
CATALUNYA;CATALUNYA;2020-09-04;Dona;Menors de 15;No;84;913;0;0;0;4;0;0
CATALUNYA;CATALUNYA;2020-09-04;Dona;Menors de 15;Si;0;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-09-04;Home;Entre 15 i 64;No;485;5724;0;23;4;196;50;2
CATALUNYA;CATALUNYA;2020-09-04;Home;Entre 15 i 64;Si;1;111;0;1;0;3;0;0
CATALUNYA;CATALUNYA;2020-09-04;Home;Entre 65 i 74;No;41;841;0;8;1;83;26;0
CATALUNYA;CATALUNYA;2020-09-04;Home;Entre 65 i 74;Si;0;49;0;0;0;3;1;0
CATALUNYA;CATALUNYA;2020-09-04;Home;Majors de 74;No;26;861;0;6;0;103;17;5
CATALUNYA;CATALUNYA;2020-09-04;Home;Majors de 74;Si;2;194;0;0;0;12;0;0
CATALUNYA;CATALUNYA;2020-09-04;Home;Menors de 15;No;99;999;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-09-04;Home;Menors de 15;Si;0;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-09-03;Altres;N/A;--;10;143;0;3;0;32;4;0
CATALUNYA;CATALUNYA;2020-09-03;Dona;Entre 15 i 64;No;519;7495;0;13;0;86;6;0
CATALUNYA;CATALUNYA;2020-09-03;Dona;Entre 15 i 64;Si;0;57;0;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-09-03;Dona;Entre 65 i 74;No;35;806;0;2;0;37;9;0
CATALUNYA;CATALUNYA;2020-09-03;Dona;Entre 65 i 74;Si;0;30;0;2;0;2;0;0
CATALUNYA;CATALUNYA;2020-09-03;Dona;Majors de 74;No;37;841;0;6;0;86;6;3
CATALUNYA;CATALUNYA;2020-09-03;Dona;Majors de 74;Si;14;630;0;4;0;17;0;5
CATALUNYA;CATALUNYA;2020-09-03;Dona;Menors de 15;No;61;806;0;0;0;4;0;0
CATALUNYA;CATALUNYA;2020-09-03;Dona;Menors de 15;Si;0;2;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-09-03;Home;Entre 15 i 64;No;418;5284;0;13;1;199;54;0
CATALUNYA;CATALUNYA;2020-09-03;Home;Entre 15 i 64;Si;4;96;0;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-09-03;Home;Entre 65 i 74;No;32;734;0;7;2;83;25;0
CATALUNYA;CATALUNYA;2020-09-03;Home;Entre 65 i 74;Si;1;40;0;1;0;3;1;1
CATALUNYA;CATALUNYA;2020-09-03;Home;Majors de 74;No;33;698;0;11;4;104;19;1
CATALUNYA;CATALUNYA;2020-09-03;Home;Majors de 74;Si;5;219;0;2;0;11;0;3
CATALUNYA;CATALUNYA;2020-09-03;Home;Menors de 15;No;64;874;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-09-03;Home;Menors de 15;Si;0;1;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-09-02;Altres;N/A;--;18;197;0;2;0;35;4;0
CATALUNYA;CATALUNYA;2020-09-02;Dona;Entre 15 i 64;No;425;7157;0;14;3;86;9;1
CATALUNYA;CATALUNYA;2020-09-02;Dona;Entre 15 i 64;Si;22;31;0;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-09-02;Dona;Entre 65 i 74;No;31;807;0;3;1;39;9;0
CATALUNYA;CATALUNYA;2020-09-02;Dona;Entre 65 i 74;Si;1;24;0;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-09-02;Dona;Majors de 74;No;36;863;0;3;0;90;6;3
CATALUNYA;CATALUNYA;2020-09-02;Dona;Majors de 74;Si;15;337;0;2;0;17;0;0
CATALUNYA;CATALUNYA;2020-09-02;Dona;Menors de 15;No;55;713;0;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-09-02;Dona;Menors de 15;Si;0;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-09-02;Home;Entre 15 i 64;No;423;5126;0;24;7;207;54;0
CATALUNYA;CATALUNYA;2020-09-02;Home;Entre 15 i 64;Si;18;58;0;0;0;4;0;0
CATALUNYA;CATALUNYA;2020-09-02;Home;Entre 65 i 74;No;31;740;0;10;2;81;25;0
CATALUNYA;CATALUNYA;2020-09-02;Home;Entre 65 i 74;Si;2;30;0;0;0;3;1;0
CATALUNYA;CATALUNYA;2020-09-02;Home;Majors de 74;No;30;716;0;14;1;105;18;3
CATALUNYA;CATALUNYA;2020-09-02;Home;Majors de 74;Si;1;139;0;2;0;12;0;2
CATALUNYA;CATALUNYA;2020-09-02;Home;Menors de 15;No;65;776;0;1;0;1;0;0
CATALUNYA;CATALUNYA;2020-09-02;Home;Menors de 15;Si;1;2;0;0;0;0;0;0
